JOURNAL	NN	journal NN PennPOS
repressor	NN	repressor NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
marORAB	NN	marORAB NN PennPOS
operon	NN	operon NN PennPOS
(	(	( ( NUPOS
9	CD	9 crd NUPOS
,	,	, , NUPOS
36	CD	36 CD PennPOS
,	,	, , NUPOS
44	CD	44 crd NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Overexpression	NN	overexpression NN PennPOS
of	IN	of pp-f NUPOS
marA	NN	mara NN PennPOS
alone	RB	alone av-j NUPOS
produces	VBZ	produce VBZ PennPOS
the	DT	the dt NUPOS
multiple	JJ	multiple JJ PennPOS
antibiotic	JJ	antibiotic JJ PennPOS
resistance	NN	resistance NN PennPOS
phenotype	NN	phenotype NN PennPOS
(	(	( ( NUPOS
9	CD	9 crd NUPOS
,	,	, , NUPOS
16	CD	16 crd NUPOS
,	,	, , NUPOS
50	CD	50 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

marB	NN	marB NN PennPOS
has	VBZ	have vdz NUPOS
no	DT	no dx NUPOS
effect	NN	effect NN PennPOS
of	IN	of pp-f NUPOS
its	PRP$	its po31 NUPOS
own	JJ	own JJ PennPOS
;	:	; : NUPOS
however	RB	however a-acp NUPOS
,	,	, , NUPOS
when	WRB	when c-crq NUPOS
it	PRP	it pn31 NUPOS
is	VBZ	be vbz NUPOS
present	JJ	present JJ PennPOS
on	IN	on IN PennPOS
the	DT	the dt NUPOS
same	JJ	same JJ PennPOS
construct	NN	construct NN PennPOS
with	IN	with pp NUPOS
marA	NN	mara NN PennPOS
,	,	, , NUPOS
it	PRP	it pn31 NUPOS
produces	VBZ	produce VBZ PennPOS
a	DT	a dt NUPOS
small	JJ	small JJ PennPOS
increase	NN	increase NN PennPOS
in	IN	in IN PennPOS
antibiotic	JJ	antibiotic JJ PennPOS
resistance	NN	resistance NN PennPOS
(	(	( ( NUPOS
47	CD	47 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
function	NN	function NN PennPOS
of	IN	of pp-f NUPOS
marC	NNP	marc NN PennPOS
is	VBZ	be vbz NUPOS
unknown	JJ	unknown JJ PennPOS
;	:	; : NUPOS
however	RB	however a-acp NUPOS
,	,	, , NUPOS
it	PRP	it pn31 NUPOS
also	RB	also av NUPOS
appears	VBZ	appear VBZ PennPOS
to	TO	to p-acp NUPOS
enhance	VB	enhance VBP PennPOS
the	DT	the dt NUPOS
multiple	JJ	multiple JJ PennPOS
antibiotic	JJ	antibiotic JJ PennPOS
resistance	NN	resistance NN PennPOS
phenotype	NN	phenotype NN PennPOS
when	WRB	when c-crq NUPOS
cloned	VBN	clone VBN PennPOS
on	IN	on IN PennPOS
the	DT	the dt NUPOS
same	JJ	same JJ PennPOS
DNA	NN	dna NN PennPOS
fragment	NN	fragment NN PennPOS
with	IN	with pp NUPOS
the	DT	the dt NUPOS
marRAB	NN	marRAB NN PennPOS
operon	NN	operon NN PennPOS
(	(	( ( NUPOS
18	CD	18 crd NUPOS
,	,	, , NUPOS
47	CD	47 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
MarA	NN	mara NN PennPOS
protein	NN	protein NN PennPOS
is	VBZ	be vbz NUPOS
homologous	JJ	homologous JJ PennPOS
to	TO	to p-acp NUPOS
both	DT	both d NUPOS
SoxS	NN	SoxS NN PennPOS
,	,	, , NUPOS
the	DT	the dt NUPOS
effector	NN	effector NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
soxRS	NN	soxRS NN PennPOS
regulon	NN	regulon NN PennPOS
(	(	( ( NUPOS
14	CD	14 crd NUPOS
,	,	, , NUPOS
32	CD	32 crd NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
RobA	NN	RobA NN PennPOS
,	,	, , NUPOS
a	DT	a dt NUPOS
small	JJ	small JJ PennPOS
protein	NN	protein NN PennPOS
that	WDT	that WDT PennPOS
binds	VBZ	bind VBZ PennPOS
to	TO	to p-acp NUPOS
the	DT	the dt NUPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
replication	NN	replication NN PennPOS
origin	NN	origin NN PennPOS
and	CC	and cc NUPOS
some	DT	some d NUPOS
stress	NN	stress NN PennPOS
gene	NN	gene NN PennPOS
promoters	NNS	promoter NNS PennPOS
(	(	( ( NUPOS
7	CD	7 crd NUPOS
,	,	, , NUPOS
9	CD	9 crd NUPOS
,	,	, , NUPOS
31	CD	31 crd NUPOS
,	,	, , NUPOS
45	CD	45 crd NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
soxRS	NN	soxRS NN PennPOS
regulon	NN	regulon NN PennPOS
mediates	VBZ	mediate VBZ PennPOS
the	DT	the dt NUPOS
cell	NN	cell NN PennPOS
's	POS	's POS PennPOS
response-to-oxidative-stress	NN	response-to-oxidative-stress NN PennPOS
(	(	( ( NUPOS
2	CD	2 crd NUPOS
,	,	, , NUPOS
41	CD	41 crd NUPOS
,	,	, , NUPOS
49	CD	49 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Overexpression	NN	overexpression NN PennPOS
of	IN	of pp-f NUPOS
either	CC	either CC PennPOS
soxS	NN	soxS NN PennPOS
or	CC	or cc NUPOS
robA	NN	robA NN PennPOS
in	IN	in IN PennPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
produces	VBZ	produce VBZ PennPOS
both	CC	both CC PennPOS
increased	VBD	increase VBD PennPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
and	CC	and cc NUPOS
low-level	JJ	low-level JJ PennPOS
resistance	NN	resistance NN PennPOS
to	TO	to p-acp NUPOS
multiple	JJ	multiple JJ PennPOS
antimicrobial	JJ	antimicrobial JJ PennPOS
agents	NNS	agent NNS PennPOS
(	(	( ( NUPOS
7	CD	7 crd NUPOS
,	,	, , NUPOS
39	CD	39 CD PennPOS
,	,	, , NUPOS
40	CD	40 crd NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Overexpression	NN	overexpression NN PennPOS
of	IN	of pp-f NUPOS
marA	NN	mara NN PennPOS
causes	VBZ	cause VBZ PennPOS
increased	VBN	increase VBN PennPOS
efflux	NN	efflux NN PennPOS
of	IN	of pp-f NUPOS
antibiotics	NNS	antibiotic NNS PennPOS
,	,	, , NUPOS
including	VBG	include VBG PennPOS
fluoroquinolones	NNS	fluoroquinolone NNS PennPOS
,	,	, , NUPOS
tetracycline	NN	tetracycline NN PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
chloramphenicol	NN	chloramphenicol NN PennPOS
(	(	( ( NUPOS
10	CD	10 crd NUPOS
,	,	, , NUPOS
17	CD	17 CD PennPOS
,	,	, , NUPOS
37	CD	37 crd NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Transcription	NN	transcription NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
acrAB	NN	acrAB NN PennPOS
operon	NN	operon NN PennPOS
,	,	, , NUPOS
a	DT	a dt NUPOS
multicomponent	JJ	multicomponent JJ PennPOS
,	,	, , NUPOS
multidrug	JJ	multidrug JJ PennPOS
efflux	NN	efflux NN PennPOS
pump	NN	pump NN PennPOS
whose	WP$	who r-crq NUPOS
expression	NN	expression NN PennPOS
is	VBZ	be vbz NUPOS
modulated	VBN	modulate VBN PennPOS
by	IN	by IN PennPOS
global	JJ	global JJ PennPOS
stress	NN	stress NN PennPOS
signals	NNS	signal NNS PennPOS
(	(	( ( NUPOS
33	CD	33 CD PennPOS
,	,	, , NUPOS
34	CD	34 CD PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
was	VBD	be vbd NUPOS
shown	VBN	show VBN PennPOS
to	TO	to p-acp NUPOS
be	VB	be vbi NUPOS
elevated	JJ	elevated JJ PennPOS
in	IN	in IN PennPOS
strains	NNS	strain NNS PennPOS
containing	VBG	contain VBG PennPOS
marR	NN	Marr np1 NUPOS
mutations	NNS	mutation NNS PennPOS
and	CC	and cc NUPOS
displaying	VBG	display VBG PennPOS
the	DT	the dt NUPOS
Mar	NNP	mar NN PennPOS
phenotype	NN	phenotype NN PennPOS
(	(	( ( NUPOS
42	CD	42 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Moreover	RB	moreover av NUPOS
,	,	, , NUPOS
inactivation	NN	inactivation NN PennPOS
of	IN	of pp-f NUPOS
acrAB	NN	acrAB NN PennPOS
led	VBD	lead VBD PennPOS
to	TO	to p-acp NUPOS
increased	VBN	increase VBN PennPOS
antibiotic	JJ	antibiotic JJ PennPOS
susceptibility	NN	susceptibility NN PennPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
wild	JJ	wild JJ PennPOS
type	NN	type NN PennPOS
and	CC	and cc NUPOS
in	IN	in IN PennPOS
Mar	NNP	mar NN PennPOS
mutants	NNS	mutant NNS PennPOS
(	(	( ( NUPOS
42	CD	42 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

We	PRP	we pns12 NUPOS
investigated	VBD	investigate VBD PennPOS
the	DT	the dt NUPOS
role	NN	role NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
acr	NN	ACR NN PennPOS
and	CC	and cc NUPOS
mar	FW	mar FW PennPOS
loci	NNS	locus NNS PennPOS
in	IN	in IN PennPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
and	CC	and cc NUPOS
the	DT	the dt NUPOS
effect	NN	effect NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
mar	FW	mar FW PennPOS
locus	NN	locus NN PennPOS
on	IN	on IN PennPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
mediated	VBN	mediate VBN PennPOS
by	IN	by IN PennPOS
expression	NN	expression NN PennPOS
of	IN	of pp-f NUPOS
either	CC	either CC PennPOS
robA	NN	robA NN PennPOS
or	CC	or cc NUPOS
soxS	NN	soxS NN PennPOS
.	.	. . NUPOS

jb.asm.org	NN	jb.asm.org NN PennPOS
at	IN	at pp NUPOS
UNAM	NNP	UNAM NNP PennPOS
INST	NNP	inst n1 NUPOS
DE	NN	DE NN PennPOS
INVEST	VBP	invest VBP PennPOS
BIOMEDICAS	NNS	biomedica NNS PennPOS
on	IN	on IN PennPOS
December	NNP	december NN PennPOS
17	CD	17 CD PennPOS
,	,	, , NUPOS
2009	CD	2009 CD PennPOS
VOL	NNP	vol n1 NUPOS
.	.	. . NUPOS

179	CD	179 crd NUPOS
,	,	, , NUPOS
1997	CD	1997 CD PennPOS
E.	NNP	E. np1 NUPOS
COLI	NNP	coli NN PennPOS
ORGANIC	NNP	ORGANIC NNP PennPOS
SOLVENT	NNP	solvent NN PennPOS
TOLERANCE	NNP	tolerance NN PennPOS
6123	CD	6123 CD PennPOS
(	(	( ( NUPOS
Part	NN	part NN PennPOS
of	IN	of pp-f NUPOS
this	DT	this d NUPOS
work	NN	work NN PennPOS
was	VBD	be vbd NUPOS
previously	RB	previous av-j NUPOS
presented	VBN	present VBN PennPOS
at	IN	at pp NUPOS
the	DT	the dt NUPOS
96th	JJ	96th JJ PennPOS
General	NNP	general NN PennPOS
Meeting	VBG	meet VBG PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
American	NNP	american NN PennPOS
Society	NNP	society NN PennPOS
for	IN	for c-acp NUPOS
Microbiology	NNP	microbiology NN PennPOS
[	(	[ ( NUPOS
19	CD	19 CD PennPOS
]	)	] ) NUPOS
.	.	. . NUPOS

)	)	) ) NUPOS
MATERIALS	NNS	material NNS PennPOS
AND	CC	and cc NUPOS
METHODS	NNS	method NNS PennPOS
Bacterial	JJ	bacterial JJ PennPOS
strains	NNS	strain NNS PennPOS
and	CC	and cc NUPOS
plasmids	NNS	plasmid NNS PennPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
strains	NNS	strain NNS PennPOS
and	CC	and cc NUPOS
plasmids	NNS	plasmid NNS PennPOS
used	VBN	use VBN PennPOS
in	IN	in IN PennPOS
this	DT	this d NUPOS
study	NN	study NN PennPOS
and	CC	and cc NUPOS
their	PRP$	their po32 NUPOS
relevant	JJ	relevant JJ PennPOS
properties	NNS	property NNS PennPOS
are	VBP	be vbb NUPOS
listed	VBN	list VBN PennPOS
in	IN	in IN PennPOS
Table	NNP	table NN PennPOS
1	CD	1 crd NUPOS
.	.	. . NUPOS

Unless	IN	unless cs NUPOS
otherwise	RB	otherwise av NUPOS
noted	VBN	note VBN PennPOS
,	,	, , NUPOS
bacteria	NNS	bacterium NNS PennPOS
were	VBD	be vbd NUPOS
grown	VBN	grow VBN PennPOS
and	CC	and cc NUPOS
maintained	VBN	maintain VBN PennPOS
at	IN	at pp NUPOS
30	CD	30 crd NUPOS
°	CD	° CD PennPOS
C	NN	c NN PennPOS
in	IN	in IN PennPOS
Luria-Bertani	NNP	Luria-Bertani NNP PennPOS
(	(	( ( NUPOS
LB	NNP	lb NN PennPOS
)	)	) ) NUPOS
broth	NN	broth NN PennPOS
or	CC	or cc NUPOS
LB	NN	lb NN PennPOS
agar	NN	agar NN PennPOS
(	(	( ( NUPOS
Difco	NNP	Difco NNP PennPOS
,	,	, , NUPOS
Detroit	NNP	detroit NN PennPOS
,	,	, , NUPOS
Mich.	NNP	Mich. NNP PennPOS
)	)	) ) NUPOS
plates	VBZ	plate VBZ PennPOS
with	IN	with pp NUPOS
or	CC	or cc NUPOS
without	IN	without IN PennPOS
the	DT	the dt NUPOS
appropriate	JJ	appropriate JJ PennPOS
antibiotics	NNS	antibiotic NNS PennPOS
for	IN	for c-acp NUPOS
selection	NN	selection NN PennPOS
.	.	. . NUPOS

E.	FW	E. FW PennPOS
coli	FW	coli FW PennPOS
AG100-A	NN	AG100-A NN PennPOS
,	,	, , NUPOS
AG100-B	NN	AG100-B NN PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
AG102-A	NN	AG102-A NN PennPOS
were	VBD	be vbd NUPOS
kindly	RB	kind av-j NUPOS
provided	VBN	provide VBN PennPOS
by	IN	by IN PennPOS
H.	NNP	H. np1 NUPOS
Nikaido	NNP	Nikaido NNP PennPOS
(	(	( ( NUPOS
42	CD	42 CD PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Chemicals	NNS	chemical NNS PennPOS
.	.	. . NUPOS

Organic	NNP	Organic NNP PennPOS
solvents	NNS	solvent NNS PennPOS
were	VBD	be vbd NUPOS
obtained	VBN	obtain VBN PennPOS
from	IN	from pp NUPOS
Aldrich	NNP	Aldrich np1 NUPOS
Chemical	NNP	chemical NN PennPOS
Co.	NNP	co. n1 NUPOS
(	(	( ( NUPOS
Milwaukee	NNP	milwaukee NN PennPOS
,	,	, , NUPOS
Wis.	NNP	Wis. NNP PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Antibiotics	NNS	antibiotic NNS PennPOS
were	VBD	be vbd NUPOS
obtained	VBN	obtain VBN PennPOS
from	IN	from pp NUPOS
Sigma	NNP	sigma NN PennPOS
Chemical	NNP	chemical NN PennPOS
Co.	NNP	co. n1 NUPOS
(	(	( ( NUPOS
St.	NNP	st. n1 NUPOS
Louis	NNP	Louis np1 NUPOS
,	,	, , NUPOS
Mo.	NNP	Mo. NNP PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Isopropyl	NNP	isopropyl NN PennPOS
-	:	- : NUPOS
-	:	- : NUPOS
D-thiogalactopyranoside	NN	D-thiogalactopyranoside NN PennPOS
(	(	( ( NUPOS
IPTG	NN	IPTG NN PennPOS
)	)	) ) NUPOS
was	VBD	be vbd NUPOS
obtained	VBN	obtain VBN PennPOS
from	IN	from pp NUPOS
Alexis	NNP	Alexis np1 NUPOS
Corporation	NNP	corporation NN PennPOS
(	(	( ( NUPOS
San	NNP	san NN PennPOS
Diego	NNP	Diego np1 NUPOS
,	,	, , NUPOS
Calif.	NNP	Calif. NNP PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

DNA	NN	dna NN PennPOS
manipulations	NNS	manipulation NNS PennPOS
.	.	. . NUPOS

Plasmid	NN	plasmid NN PennPOS
DNA	NN	dna NN PennPOS
was	VBD	be vbd NUPOS
prepared	VBN	prepare VBN PennPOS
by	IN	by IN PennPOS
using	VBG	use VBG PennPOS
the	DT	the dt NUPOS
Wizard	NNP	wizard NN PennPOS
Prep	NNP	prep NN PennPOS
Kit	NN	kit NN PennPOS
(	(	( ( NUPOS
Promega	NNP	Promega NNP PennPOS
,	,	, , NUPOS
Madison	NNP	madison NN PennPOS
,	,	, , NUPOS
Wis.	NNP	Wis. NNP PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Restriction	NN	restriction NN PennPOS
endonucleases	NNS	endonuclease NNS PennPOS
and	CC	and cc NUPOS
T4	NN	T4 NN PennPOS
DNA	NN	dna NN PennPOS
ligase	NN	ligase NN PennPOS
were	VBD	be vbd NUPOS
purchased	VBN	purchase vvn NUPOS
from	IN	from pp NUPOS
New	NNP	New NNP PennPOS
England	NNP	england NN PennPOS
Biolabs	NNP	Biolabs NNP PennPOS
(	(	( ( NUPOS
Beverly	NNP	Beverly np1 NUPOS
,	,	, , NUPOS
Mass.	NNP	Mass. NNP PennPOS
)	)	) ) NUPOS
and	CC	and cc NUPOS
used	VBN	use VBN PennPOS
under	IN	under IN PennPOS
conditions	NNS	condition NNS PennPOS
suggested	VBN	suggest VBN PennPOS
by	IN	by IN PennPOS
the	DT	the dt NUPOS
supplier	NN	supplier NN PennPOS
.	.	. . NUPOS

PCR	NN	pcr NN PennPOS
amplification	NN	amplification NN PennPOS
was	VBD	be vbd NUPOS
carried	VBN	carry VBN PennPOS
out	RP	out RP PennPOS
with	IN	with pp NUPOS
a	DT	a dt NUPOS
Perkin	NNP	Perkin np1 NUPOS
Elmer-Cetus	NNP	Elmer-Cetus NNP PennPOS
DNA	NNP	dna NN PennPOS
thermal	JJ	thermal JJ PennPOS
cycler	NN	cycler NN PennPOS
480	CD	480 CD PennPOS
.	.	. . NUPOS

Taq	NN	Taq NN PennPOS
polymerase	NN	polymerase NN PennPOS
and	CC	and cc NUPOS
reagents	NNS	reagent NNS PennPOS
were	VBD	be vbd NUPOS
provided	VBN	provide VBN PennPOS
by	IN	by IN PennPOS
Perkin	NNP	Perkin np1 NUPOS
Elmer-Cetus	NNP	Elmer-Cetus NNP PennPOS
and	CC	and cc NUPOS
used	VBN	use VBN PennPOS
as	IN	as c-acp NUPOS
directed	VBN	direct VBN PennPOS
by	IN	by IN PennPOS
the	DT	the dt NUPOS
supplier	NN	supplier NN PennPOS
.	.	. . NUPOS

Primers	NNS	primer NNS PennPOS
were	VBD	be vbd NUPOS
created	VBN	create VBN PennPOS
which	WDT	which r-crq NUPOS
flanked	VBD	flank VBD PennPOS
the	DT	the dt NUPOS
coding	NN	coding NN PennPOS
sequence	NN	sequence NN PennPOS
and	CC	and cc NUPOS
allowed	VBD	allow VBD PennPOS
amplification	NN	amplification NN PennPOS
of	IN	of pp-f NUPOS
marAB	NN	marAB NN PennPOS
(	(	( ( NUPOS
1,893	CD	1,893 CD PennPOS
to	TO	to p-acp NUPOS
2,592	CD	2,592 CD PennPOS
bp	NN	bp NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
published	VBN	publish vvn NUPOS
sequence	NN	sequence NN PennPOS
;	:	; : NUPOS
reference	NN	reference NN PennPOS
9	CD	9 crd NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

This	DT	this d NUPOS
PCR	NN	pcr NN PennPOS
amplicon	NN	amplicon NN PennPOS
was	VBD	be vbd NUPOS
approximately	RB	approximate RB PennPOS
699	CD	699 CD PennPOS
bp	NN	bp NN PennPOS
long	RB	long av-j NUPOS
.	.	. . NUPOS

Restriction	NN	restriction NN PennPOS
endonuclease	NN	endonuclease NN PennPOS
sites	NNS	site NNS PennPOS
for	IN	for c-acp NUPOS
EcoRI	NN	EcoRI NN PennPOS
and	CC	and cc NUPOS
PstI	NN	PSTI NN PennPOS
were	VBD	be vbd NUPOS
incorporated	VBN	incorporate VBN PennPOS
into	IN	into pp NUPOS
the	DT	the dt NUPOS
ends	NNS	end NNS PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
PCR	NN	pcr NN PennPOS
primers	NNS	primer NNS PennPOS
to	TO	to p-acp NUPOS
ensure	VB	ensure VBP PennPOS
that	IN	that cst NUPOS
insertion	NN	insertion NN PennPOS
of	IN	of pp-f NUPOS
fragments	NNS	fragment NNS PennPOS
was	VBD	be vbd NUPOS
in	IN	in IN PennPOS
the	DT	the dt NUPOS
correct	JJ	correct JJ PennPOS
orientation	NN	orientation NN PennPOS
when	WRB	when c-crq NUPOS
they	PRP	they pns31 NUPOS
were	VBD	be vbd NUPOS
cloned	VBN	clone VBN PennPOS
into	IN	into pp NUPOS
pSE380	NN	pSE380 NN PennPOS
,	,	, , NUPOS
a	DT	a dt NUPOS
high-copy-number	JJ	high-copy-number JJ PennPOS
expression	NN	expression NN PennPOS
vector	NN	vector NN PennPOS
(	(	( ( NUPOS
Invitrogen	NNP	Invitrogen NNP PennPOS
,	,	, , NUPOS
Carlsbad	NNP	Carlsbad NNP PennPOS
,	,	, , NUPOS
Calif.	NNP	Calif. NNP PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
resulting	VBG	result VBG PennPOS
plasmid	NN	plasmid NN PennPOS
construct	NN	construct NN PennPOS
was	VBD	be vbd NUPOS
called	VBN	call VBN PennPOS
pSMarAB	NN	pSMarAB NN PennPOS
.	.	. . NUPOS

DNA	NN	dna NN PennPOS
fragments	NNS	fragment NNS PennPOS
from	IN	from pp NUPOS
low-melting-point	JJ	low-melting-point JJ PennPOS
agarose	NN	agarose NN PennPOS
gels	NNS	gel NNS PennPOS
,	,	, , NUPOS
as	RB	as a-acp NUPOS
well	RB	well av NUPOS
as	IN	as c-acp NUPOS
PCR	NN	pcr NN PennPOS
products	NNS	product NNS PennPOS
,	,	, , NUPOS
were	VBD	be vbd NUPOS
purified	VBN	purify VBN PennPOS
by	IN	by IN PennPOS
using	VBG	use VBG PennPOS
the	DT	the dt NUPOS
Qiagen	NNP	Qiagen NNP PennPOS
gel	NN	gel NN PennPOS
extraction	NN	extraction NN PennPOS
kit	NN	kit NN PennPOS
(	(	( ( NUPOS
Qiagen	NNP	Qiagen NNP PennPOS
Inc.	NNP	Inc. NNP PennPOS
,	,	, , NUPOS
Chatsworth	NNP	Chatsworth np1 NUPOS
,	,	, , NUPOS
Calif.	NNP	Calif. NNP PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

DNA	NN	dna NN PennPOS
transformation	NN	transformation NN PennPOS
was	VBD	be vbd NUPOS
performed	VBN	perform VBN PennPOS
by	IN	by IN PennPOS
using	VBG	use VBG PennPOS
the	DT	the dt NUPOS
CaCl	NN	CACL NN PennPOS
2	CD	2 crd NUPOS
procedure	NN	procedure NN PennPOS
as	IN	as c-acp NUPOS
previously	RB	previous av-j NUPOS
described	VBN	describe VBN PennPOS
(	(	( ( NUPOS
9	CD	9 crd NUPOS
)	)	) ) NUPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
pSE380	NN	pSE380 NN PennPOS
clones	NNS	clone NNS PennPOS
were	VBD	be vbd NUPOS
selected	VBN	select VBN PennPOS
by	IN	by IN PennPOS
using	VBG	use VBG PennPOS
LB	NNP	lb NN PennPOS
agar	NN	agar NN PennPOS
plates	NNS	plate NNS PennPOS
containing	VBG	contain VBG PennPOS
ampicillin	NN	ampicillin NN PennPOS
(	(	( ( NUPOS
100	CD	100 crd NUPOS
g/ml	NN	g/ml NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
IPTG	NN	IPTG NN PennPOS
(	(	( ( NUPOS
0.1	CD	0.1 CD PennPOS
mM	NN	mm NN PennPOS
)	)	) ) NUPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
5-bromo-4-chloro	NN	5-bromo-4-chloro NN PennPOS
-	:	- : NUPOS
3	LS	3 LS PennPOS
-	:	- : NUPOS
-	:	- : NUPOS
D-galactopyranoside	NN	D-galactopyranoside NN PennPOS
(	(	( ( NUPOS
X-Gal	NN	X-Gal NN PennPOS
;	:	; : NUPOS
40	CD	40 crd NUPOS
g/ml	NN	g/ml NN PennPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Organic	NNP	Organic NNP PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
assays	NNS	assay n2 NUPOS
.	.	. . NUPOS

Organic	NNP	Organic NNP PennPOS
solvent	JJ	solvent JJ PennPOS
tolerance	NN	tolerance NN PennPOS
of	IN	of pp-f NUPOS
bacterial	JJ	bacterial JJ PennPOS
strains	NNS	strain NNS PennPOS
grown	VBN	grow VBN PennPOS
to	TO	to p-acp NUPOS
late	JJ	late JJ PennPOS
logarithmic	JJ	logarithmic JJ PennPOS
phase	NN	phase NN PennPOS
was	VBD	be vbd NUPOS
measured	VBN	measure VBN PennPOS
in	IN	in IN PennPOS
cultures	NNS	culture NNS PennPOS
diluted	VBN	dilute VBN PennPOS
to	TO	to p-acp NUPOS
a	DT	a dt NUPOS
concentration	NN	concentration NN PennPOS
of	IN	of pp-f NUPOS
approximately	RB	approximate RB PennPOS
10	CD	10 crd NUPOS
7	CD	7 crd NUPOS
cells/ml	NNS	cells/ml NNS PennPOS
.	.	. . NUPOS

A	DT	a dt NUPOS
5	LS	5 LS PennPOS
-	:	- : NUPOS
l	NN	l NN PennPOS
aliquot	NN	aliquot NN PennPOS
of	IN	of pp-f NUPOS
the	DT	the dt NUPOS
bacterial	JJ	bacterial JJ PennPOS
suspension	NN	suspension NN PennPOS
was	VBD	be vbd NUPOS
plated	VBN	plate vvn NUPOS
on	IN	on IN PennPOS
LB	NNP	lb NN PennPOS
agar	NN	agar NN PennPOS
and	CC	and cc NUPOS
allowed	VBN	allow VBN PennPOS
to	TO	to p-acp NUPOS
dry	JJ	dry JJ PennPOS
.	.	. . NUPOS

An	DT	a dt NUPOS
organic	JJ	organic JJ PennPOS
solvent	JJ	solvent JJ PennPOS
was	VBD	be vbd NUPOS
overlaid	VBN	overlay VBN PennPOS
to	TO	to p-acp NUPOS
a	DT	a dt NUPOS
depth	NN	depth NN PennPOS
of	IN	of pp-f NUPOS
2	CD	2 crd NUPOS
to	TO	to p-acp NUPOS
3	CD	3 crd NUPOS
mm	NN	mm NN PennPOS
.	.	. . NUPOS

The	DT	the dt NUPOS
plate	NN	plate NN PennPOS
was	VBD	be vbd NUPOS
sealed	VBN	seal vvn NUPOS
and	CC	and cc NUPOS
incubated	VBN	incubate VBN PennPOS
overnight	JJ	overnight JJ PennPOS
at	IN	at pp NUPOS
30	CD	30 crd NUPOS
°	CD	° CD PennPOS
C	NN	c NN PennPOS
(	(	( ( NUPOS
5	CD	5 crd NUPOS
)	)	) ) NUPOS
.	.	. . NUPOS

Cyclohexane	NNP	cyclohexane NN PennPOS
,	,	, , NUPOS
n-hexane	NN	n-hexane NN PennPOS
,	,	, , NUPOS
and	CC	and cc NUPOS
n-pentane	NN	n-pentane NN PennPOS
were	VBD	be vbd NUPOS
used	VBN	use VBN PennPOS
as	IN	as c-acp NUPOS
the	DT	the dt NUPOS
organic	JJ	organic JJ PennPOS
solvents	NNS	solvent NNS PennPOS
.	.	. . NUPOS

IPTG	NN	IPTG NN PennPOS
was	VBD	be vbd NUPOS
